id,date,type,city,state,ideology,group,description,image
14274,5/31/20,White Supremacist Propaganda,Albany,NY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""America first,"" and ""To ourselves and our posterity.""",https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
14275,5/31/20,White Supremacist Propaganda,Appleton,WI,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""For the nation against the state,"" ""Better dead than red,"" and ""Revolution is tradition.""",https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
14276,5/31/20,White Supremacist Propaganda,Austin,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Better dead than red,"" ""Not stolen conquered,"" ""America is not for sale,"" and ""Life liberty victory.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14277,5/31/20,White Supremacist Propaganda,Beaverton,OR,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""One nation against invasion,"" and ""Revolution is tradition.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14278,5/31/20,White Supremacist Propaganda,Bel Air,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America is not for sale,"" ""Our tradition is revolution,"" and ""Life liberty victory.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14279,5/31/20,White Supremacist Propaganda,Boonton,NJ,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America is not for sale,"" ""Life liberty victory,"" and ""United we stand.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14280,5/31/20,White Supremacist Propaganda,Brandon,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life liberty victory.""",
14281,5/31/20,White Supremacist Propaganda,Brenham,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""America first,"" ""Better dead than red,"" and ""To ourselves and our posterity.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14282,5/31/20,White Supremacist Propaganda,Bromley,KY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""For the nation against the state,"" ""Not stolen conquered,"" and ""America first.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14283,5/31/20,White Supremacist Propaganda,Burlington,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""To ourselves and our posterity,"" ""Life liberty victory,"" ""Reject poison,"" and ""America first.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14284,5/31/20,White Supremacist Propaganda,Burlington,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, painted graffiti that read: ""Patriotfront.us.""",
14285,5/31/20,White Supremacist Propaganda,Cincinnati,OH,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""Reject poison,"" ""Life liberty victory,"" and ""Not stolen conquered.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
14286,5/31/20,White Supremacist Propaganda,Clayton,NC,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""Not stolen conquered,"" ""Life liberty victory,"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14287,5/31/20,White Supremacist Propaganda,College Station,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""For the nation against the state,"" and ""One nation against invasion.""",https://www.adl.org/sites/default/files/2020-02/PF%20One%20nation%20against%20invasion_sample.jpg
14288,5/31/20,White Supremacist Propaganda,Colleyville,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""For the nation against the state,"" ""Life liberty victory,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14289,5/31/20,White Supremacist Propaganda,Hempstead,NY,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda with the QR code for New Jersey European Heritage Association that read: ""Migrants accepted now we are infected.""",
14290,5/31/20,White Supremacist Propaganda,Indianapolis,IN,Right Wing (White Supremacist),Revolt Through Tradition,"Revolt Through Tradition, an alt right group, distributed propaganda featuring the group's logo that read: ""Revolt through Tradition"" and ""Learn train preserve.""",
14291,5/31/20,White Supremacist Propaganda,Kearney,NE,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""For the nation against the state,"" ""Reclaim America,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14292,5/31/20,White Supremacist Propaganda,Keller,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""For the nation against the state"" and ""United we stand.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14293,5/31/20,White Supremacist Propaganda,Lake Charles,LA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""United we stand,"" ""Better dead than red,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2019-03/PF%20Better%20dead%20than%20red.jpg
14294,5/31/20,White Supremacist Propaganda,Lexington,KY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Better dead than red,"" ""America is not for sale,"" and ""Revolution is tradition.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14295,5/31/20,White Supremacist Propaganda,Maple Grove,MN,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America first,"" ""For the nation against the state,"" ""Our tradition is revolution,"" and ""Life liberty victory.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14296,5/31/20,White Supremacist Propaganda,Montclair,NJ,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Reject poison,"" ""Life liberty victory,"" and ""United we stand.""",https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
14297,5/31/20,White Supremacist Propaganda,Nashville,TN,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""One nation against invasion,"" ""America is not for sale,"" and ""America first.""",https://www.adl.org/sites/default/files/2020-02/PF%20One%20nation%20against%20invasion_sample.jpg
14298,5/31/20,White Supremacist Propaganda,Sioux Falls,SD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, dropped two banners from overpasses that read: ""United we stand.""",
14452,5/31/20,Anti-Semitic Incident:Vandalism;White Supremacist Propaganda,Pittsford,NY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda on a street sign outside a Chabad that read: ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14260,5/30/20,White Supremacist Event,Boston,MA,Right Wing (White Supremacist),Nationalist Social Club 131 Crew,"Approximately seven individuals associated with the neo-Nazi Nationalist Social Club participated in a ""Reopen Boston"" rally.",
14261,5/30/20,White Supremacist Event,Boston,MA,Right Wing (White Supremacist),Nationalist Social Club 131 Crew,Approximately six individuals associated with the neo-Nazi Nationalist Social Club held a banner from a pedestrian bridge on Storrow Drive.,
14269,5/30/20,Terrorist Plot/Attack,Las Vegas,NV,Right Wing (Anti-Government),,"Three men--Stephen Parshall, Andrew Lynam, and William Loomis--with ties to the anti-government ""boogaloo"" movement were arrested on conspiracy charges in Las Vegas for an alleged plot to use Molotov cocktails against police at a protest over the killing of George Floyd. They had also discussed firebombing a power substation.",
14299,5/30/20,White Supremacist Propaganda,Anchorage,AK,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""For the nation against the state,"" ""United we stand,"" ""Reject poison,"" ""America is not for sale,"" ""Better dead than red,"" and ""Revolution is tradition.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14300,5/30/20,White Supremacist Propaganda,Astoria,OR,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""Reject poison,"" ""To ourselves and our posterity,"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14301,5/30/20,White Supremacist Propaganda,Atascocita,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Revolution is tradition,"" ""Not stolen conquered,"" ""Better dead than red,"" and ""To ourselves and our posterity.""",https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
14302,5/30/20,White Supremacist Propaganda,Auburn,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""One nation against invasion,"" ""Better dead than red,"" and ""Revolution is tradition.""",https://www.adl.org/sites/default/files/2020-02/PF%20One%20nation%20against%20invasion_sample.jpg
14303,5/30/20,White Supremacist Propaganda,Battle Ground,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""Reject poison,"" and ""America first.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14304,5/30/20,White Supremacist Propaganda,Boston,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""One nation against invasion,"" ""Reclaim America,"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14305,5/30/20,White Supremacist Propaganda,Denton,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Not stolen conquered,"" ""United we stand,"" and ""America first.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14306,5/30/20,White Supremacist Propaganda,Fredericksburg,PA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""America is not for sale,"" ""Reject poison,"" and ""Better dead than red.""",https://www.adl.org/sites/default/files/2019-03/PF%20Better%20dead%20than%20red.jpg
14307,5/30/20,White Supremacist Propaganda,Grantville,PA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""One nation against invasion,"" ""Revolution is tradition,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14308,5/30/20,White Supremacist Propaganda,Irving,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""America is not for sale,"" ""Not stolen conquered,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20reclaim%20america_sample.jpg
14309,5/30/20,White Supremacist Propaganda,Keymar,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity,"" ""Not stolen conquered,"" ""America is not for sale,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14310,5/30/20,White Supremacist Propaganda,Lewisville,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""Better dead than red,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14311,5/30/20,White Supremacist Propaganda,Lorton,VA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""Our tradition is revolution,"" and ""To ourselves and our posterity.""",https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
14312,5/30/20,White Supremacist Propaganda,Manchester,CT,Right Wing (White Supremacist),American Identity Movement,"American Identity Movement, an alt right group, distributed propaganda that featured the group's logo.",
14313,5/30/20,White Supremacist Propaganda,Mesquite,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""Revolution is tradition,"" and ""One nation against invasion.""",https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
14314,5/30/20,White Supremacist Propaganda,Midlothian,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Better dead than red,"" ""Revolution is tradition,"" and ""To ourselves and our posterity.""",https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
14315,5/30/20,White Supremacist Propaganda,Minneapolis,MN,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""To ourselves and our posterity,"" ""One nation against invasion,"" ""Better dead than red,"" ""United we stand,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14316,5/30/20,White Supremacist Propaganda,Newark,NJ,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""For the nation against the state,"" and ""Not stolen conquered.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14317,5/30/20,White Supremacist Propaganda,Pacific,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""America first,"" ""To ourselves and our posterity,"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14318,5/30/20,White Supremacist Propaganda,Swanton,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity,"" ""Life liberty victory,"" ""America first,"" and ""Better dead than red.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14319,5/30/20,White Supremacist Propaganda,Tonawanda,NY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""To ourselves and our posterity,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20reclaim%20america_sample.jpg
14320,5/30/20,White Supremacist Propaganda,Tyler,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""Life liberty victory,"" ""Our tradition is revolution,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14321,5/30/20,White Supremacist Propaganda,York,NE,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first ,"" ""For the nation against the state,"" ""Not stolen conquered,"" and ""To ourselves and our posterity.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14322,5/30/20,White Supremacist Propaganda,Oxford,OH,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at Miami University that read: ""America first"" and ""America is not for sale.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14323,5/30/20,White Supremacist Propaganda,Milwaukee,WI,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at Milwaukee School of Engineering that read: ""America is not for sale,"" ""Not stolen conquered,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
14324,5/30/20,White Supremacist Propaganda,Fredericksburg,VA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at University of Mary Washington that read: ""Our tradition is revolution,"" ""Life liberty victory,"" and ""To ourselves and our posterity.""",https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
14325,5/30/20,White Supremacist Propaganda,Knoxville,TN,Right Wing (White Supremacist),Nationalist Socialist Club,"Nationalist Socialist Club, a white supremacist group, painted graffiti featuring their group logo on ""The Rock"" on the University of Tennessee campus that read: ""White Lives Matter"" and ""131.""",
14326,5/29/20,White Supremacist Propaganda,Atlanta,GA,Right Wing (White Supremacist),Revolt Through Tradition,"Revolt Through Tradition, an alt right group, distributed propaganda featuring the group's logo that read: ""Revolt through Tradition.""",
14327,5/29/20,White Supremacist Propaganda,East Hartford,CT,Right Wing (White Supremacist),American Identity Movement,"American Identity Movement, an alt right group, distributed propaganda that featured the group's logo and read: ""Activism fraternity service.""",
14328,5/29/20,White Supremacist Propaganda,Reading,PA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at the LGBT Center of Reading that read: ""Two parties one tyranny.""",
14329,5/29/20,White Supremacist Propaganda,Boston,MA,Right Wing (White Supremacist),Nationalist Socialist Club,"Nationalist Socialist Club, a white supremacist group, distributed propaganda that read: ""Nationalist Socialist Club 131"" and ""131 Zone.""",
14330,5/28/20,White Supremacist Propaganda,Hoboken,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Stop drag queen story hour.""",
14331,5/28/20,White Supremacist Propaganda,Portland,OR,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Patriotfront.us.""",
14332,5/28/20,White Supremacist Propaganda,Portland,OR,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, painted graffiti that read: ""Patriotfront.us.""",
14333,5/28/20,White Supremacist Propaganda,White Settlement,TX,Right Wing (White Supremacist),Nationalist Socialist Club,"Nationalist Socialist Club, a white supremacist group, distributed propaganda that read: ""Nationalist Socialist Club 131"" and ""131 Zone.""",
14267,5/27/20,Extremist/Police Shootout,Geneseo,NY,Right Wing (Anti-Government),,"Joshua Blessed a truck driver from Harrisonburg, Virginia, was shot and killed during a shootout with police after police pursued him through three counties. The incident began when Blessed was stopped for speeding in Le Roy, but fled the scene allegedly opening fire on pursuing officers. After the incident, officials conducting lawful searches of property owned by Blessed allegedly found a stockpile of explosive devices. A review of Blessed’s online activity indicates Blessed held extreme religious and anti-law enforcement views, and visited a website frequented by individuals associated with the anti-government militia movement. ",
14268,5/27/20,Extremist Murder;Extremist/Police Shootout,Ely,NV,Right Wing (Anti-Government),,"John Dabritz, described by law enforcement officials as displaying signs of anti-government extremism, allegedly shot and killed a Nevada Highway Patrol trooper who stopped to check on Dabritz, who was parked along a highway. Prosecutors believe Dabritz killed the trooper to avoid arrest for a series of shootings targeting propane tanks and other infrastructure.",
14334,5/27/20,White Supremacist Propaganda,Chicago,IL,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, dropped two banners from overpasses that read: ""Defend American labor"" and ""Reclaim America.""",
14335,5/27/20,White Supremacist Propaganda,Dallas,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at a Confederate Memorial.",
14336,5/27/20,White Supremacist Propaganda,Nashville,TN,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, dropped a banner from an overpass that read: ""Reclaim America.""",
14337,5/27/20,White Supremacist Propaganda,Provo,UT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at the Veterans Memorial that read: ""To ourselves and our posterity"" and ""Strong families make strong nations.""",https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
14338,5/27/20,White Supremacist Propaganda,Pittsford,NY,Right Wing (White Supremacist),unknown,An unknown person or group distributed white supremacist propaganda.,
14339,5/27/20,White Supremacist Propaganda,Uniondale,NY,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Globalism is the virus,"" ""Closed borders: the best vaccine,"" ""Reclaim America,"" ""Nationalism not globalism,"" and ""Family & tradition our land our culture.""",https://www.adl.org/sites/default/files/2020-04/NJEHA_march_is%20the%20virus_all%20four_sample.jpg
14181,5/26/20,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,New Windsor,MD,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, distributed antisemitic and racist propaganda about COVID-19 that referred to Jews as ""the real plague.""",
14262,5/26/20,White Supremacist Event,Worcester,MA,Right Wing (White Supremacist),Nationalist Social Club 131 Crew,"Approximately seven individuals associated with the neo-Nazi Nationalist Social Club held several flash demonstrations holding a banner that read, ""New England is ours #131 Anti Communist Action.""",
14340,5/26/20,White Supremacist Propaganda,Westminster,MD,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, distributed propaganda in the Fenby Farms neighborhood.",
14182,5/25/20,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,Frederick,MD,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, distributed antisemitic and racist propaganda about COVID-19 that referred to Jews as ""the real plague"" and read: ""Tolerate this truth race is much more important that skin color.""",
14263,5/25/20,White Supremacist Event,San Bernardino,CA,Right Wing (White Supremacist),Patriot Front,"Approximately one dozen members of Patriot Front, an alt right group, held a flash demonstration at the Soldiers and Sailors Memorial in San Bernardino. The group held a banner that read, ""Reclaim America.""",
14264,5/25/20,White Supremacist Event,La Porte,TX,Right Wing (White Supremacist),Patriot Front,"Approximately 15 members of Patriot Front, an alt right group, held a flash demonstration at the San Jacinto Memorial in La Porte. The group held a banner that read, ""No more foreign wars.""",
14265,5/25/20,White Supremacist Event,Gettysburg,PA,Right Wing (White Supremacist),Patriot Front,"Approximately 21 members of Patriot Front, an alt right group, held a flash demonstration in Gettysburg Memorial Park.  ",
14341,5/25/20,White Supremacist Propaganda,Chambersburg,PA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, dropped a banner from an overpass over McKinley street.",
14342,5/25/20,White Supremacist Propaganda,Clementon,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda outside Bible Baptist Church that read: ""Stand up American patriots"" and ""It's time to put America first.""",
14343,5/25/20,White Supremacist Propaganda,Cleveland,OH,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at the Soldiers and Sailors Memorial and Fountain of Eternal Life that read: ""No more foreign wars.""",
14344,5/25/20,White Supremacist Propaganda,Columbus,OH,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, painted graffiti featuring the Patriot Front flag that read: ""Patriotfront.us.""",
14345,5/25/20,White Supremacist Propaganda,Enumclaw,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at the Purple Heart Memorial that read: ""To ourselves and our posterity"" and ""No more foreign wars.""",https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
14346,5/25/20,White Supremacist Propaganda,Houston,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, dropped a banner from an overpass that read: ""No more foreign wars.""",
14347,5/25/20,White Supremacist Propaganda,Hempstead,NY,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda with the QR code for New Jersey European Heritage Association at Hofstra University that read: ""Closed borders: the best vaccine.""",
14348,5/25/20,White Supremacist Propaganda,Philadelphia,PA,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Closed borders: the best vaccine.""",
14349,5/25/20,White Supremacist Propaganda,Hudson,NH,Right Wing (White Supremacist),Nationalist Socialist Club,"Nationalist Socialist Club, a white supremacist group, painted graffiti featuring their group logo and read: ""RIP Tommie Lindh 2020"" and ""131 Crew.""",
14350,5/25/20,White Supremacist Propaganda,Worcester,MA,Right Wing (White Supremacist),Nationalist Socialist Club,"Nationalist Socialist Club, a white supremacist group, painted graffiti featuring their group logo and read: ""131.""",
14259,5/24/20,Terrorist Plot/Attack,Tampa,FL,Islamist,,"Muhammed Momtaz Al-Azhari was arrested for attempting to acquire firearms in furtherance of his plot to carry out an attack on ISIS's behalf. Al-Azhari researched and scouted potential targets in the Tampa area, including Honeymoon Island. He also rehearsed portions of an attack and the statements that he would make during or in connection with such an attack.",
14351,5/24/20,White Supremacist Propaganda,Bellmawr,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed an image of Governor Phil Murphy that read ""Sic semper tyrannis"" and propaganda at a rally outside Atilis Gym that read: ""Family & tradition our land our culture"" and ""No Communism in America.""",
14352,5/24/20,White Supremacist Propaganda,Boston,MA,Right Wing (White Supremacist),Revolt Through Tradition,"Revolt Through Tradition, an alt right group, dropped a banner from an overpass that read: ""Reject modernity.""",
14353,5/23/20,White Supremacist Propaganda,Addison,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""Our tradition is revolution,"" ""United we stand,"" and ""America is not for sale.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14354,5/23/20,White Supremacist Propaganda,Ashland,VA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""Not stolen conquered,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
14355,5/23/20,White Supremacist Propaganda,Bay St. Louis,MS,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Better dead than red,"" ""To ourselves and our posterity,"" and ""Life liberty victory.""",https://www.adl.org/sites/default/files/2019-03/PF%20Better%20dead%20than%20red.jpg
14356,5/23/20,White Supremacist Propaganda,Bedford,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America is not for sale"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14357,5/23/20,White Supremacist Propaganda,Bristol,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""United we stand,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
